order_id,date,client_id,employee_id,store_id,money_code,item_id,total
94d1428f,02/19/2017 07:11:23 AM,73fa2df120cd425d8a9fddebde5f8eef,5865279696,3,MXN,15,3438.59
b8f67826,10/05/2017 17:36,d9fbcd57349e44de8589e980ceb55423,7261475746,1,EUR,9,331.17
58ca0332,09/24/2017 05:56:36 PM,72495d84d8174fd2a128d2ca47d55429,4277914207,3,MXN,13,6320.09
99a3edec,06/22/2017 11:50:39 PM,1282bfe55b8e4113966885d68edaee2f,7529458334,3,MXN,6,9585.79
a5f243bb,07/23/2017 02:57:32 AM,fe6088f5d800423d9dc25f3b297363c4,6046781551,2,JPY,10,62174.25
a4227205,11/29/2017 10:35:38 PM,e7faac56f9d643968b963fea249b12a9,99539367,3,MXN,4,21111.79
90feb089,02/14/2017 03:18:40 PM,c90da5f97b024470b74d7efb25d2a653,4681062969,1,EUR,7,273.07
6e2f8dd8,04/13/2017 07:55:09 AM,6fa62f3bc4ea461cb8363e2ce98a3124,583056619,1,EUR,5,2489.17
5abb7a41,07/27/2017 07:44:58 AM,6891a2d4bdb44fe09e9bc607eac09e8a,4807306328,1,EUR,18,8.2917
12d32411,11/21/2017 06:21:33 AM,35cce8f89bfd47478c096ae5c113b637,1614309503,1,EUR,12,829.17
aa633b2e,01/03/2018 09:56,36b19db7f5574b8392c04bb8c032c831,7749906176,3,MXN,2,19190.79
8b6a340e,07/25/2017 04:55:43 AM,6fa94832d3cf420b90ed205b6b4ad341,1778329438,2,JPY,11,79161.75
2c8c14aa,09/19/2017 03:23:21 PM,e937bc3fb30a436eabd9f7d76995b254,813189882,3,MXN,15,3438.59
ac6e2fc2,04/06/2017 17:47,627a1d0b05db449cbde022c5df9d35c7,2655690974,1,EUR,1,1078.17
8c0006ad,05/26/2017 10:25:24 PM,928a62cf905044eab75603d22493c1df,2033478074,3,MXN,12,19190.79
eb144d71,10/03/2017 08:37,badea622ef0b4cca8ff473026f2c37ee,2653464564,1,EUR,16,165.17
aa498e99,01/01/2018 23:06,bc2363f8da21428b8f351a464c730d7c,5953861824,2,JPY,16,22536.75
38f80f60,01/09/2017 00:19,4dc0f03b8e0547abb053f1b907984552,1597950068,1,EUR,3,1244.17
d410f767,07/22/2017 01:44:20 AM,a54515796b134be7b0485a5382389094,5103483895,2,JPY,7,37259.25
cdd36378,06/20/2017 02:05:52 AM,94e152fa3a644202abfb809b3fb9b5b4,2921067944,1,EUR,7,273.07
ddf7c2f6,01/21/2017 05:56:39 PM,c76e79bf27444b12be0954b25eea2f96,9628251249,1,EUR,4,912.17
881c6f9f,07/31/2017 01:41:53 AM,3f0a8bb7b78d4cdbb89924c49ff838fc,2382886992,2,JPY,8,73499.25
38314d9d,08/15/2017 05:08:50 AM,fceb417c9eb443518aec7277385ccfcb,164196661,3,MXN,7,6320.09
9b4e9a64,10/03/2017 22:29,f904d32dab2c47bb86fb89e4b5867c78,791693475,2,JPY,7,37259.25
9e49b725,04/21/2017 04:18:22 AM,4ce49c0fa369458ba0e11eb1b84fd894,7335598993,2,JPY,7,37259.25
e743d62d,04/26/2017 08:21:40 PM,50bf6ca7424e42bfa609a40123d82f9b,8262315800,1,EUR,11,580.17
65dfa227,07/13/2017 03:28:18 PM,71dc3bf42e804591833e786ac8368715,830287191,2,JPY,10,62174.25
d34f4106,07/17/2017 08:56:11 PM,1a57f9f715e64268aaa78d8892f469ae,9068752679,1,EUR,7,273.07
1aa07c19,02/01/2017 09:36,ff4992588d7a447ea8f665153ce16151,9780843998,2,JPY,17,22536.75
6a174753,05/17/2017 09:26:45 PM,1f47e04c99094a8b92b32092dc99c38d,4488306288,1,EUR,17,165.17
713abd14,05/20/2017 12:28:13 PM,ae04e5915df942198fdb684ff12accf7,15996158,3,MXN,1,24953.79
dcf5a1da,05/26/2017 06:47:31 AM,5cb8d8be09004f62b5fc00917353a54a,7432693380,1,EUR,11,580.17
22aece11,09/22/2017 03:41:28 AM,362518fcb32044f6bbc8b07fdaa2bf1a,9399565023,1,EUR,13,273.07
e998f375,11/24/2017 06:06:34 AM,be2e277856414115bca9579f794a8ef6,8485794821,2,JPY,17,22536.75
42277b01,02/11/2017 21:44,285be73230eb4822a95bc9d2a757c79b,4631461819,1,EUR,10,455.67
fe22399b,11/22/2017 08:54:16 PM,22588e70d4594eee8988c9e3d8a36b24,1416573576,3,MXN,9,7664.79
56751822,10/17/2017 05:49:06 PM,a63ee0c361df40f39d78c2d31a4c1a89,5550180316,1,EUR,3,1244.17
36f19fc1,08/09/2017 15:43,3dbb24eadbf44d2c9e27e506a19648ad,6028233711,2,JPY,12,113136.75
6d6ccd5f,10/12/2017 04:41,d76c97a015dc45f1b9695591d32631bd,4446168021,2,JPY,15,20271.75
80fc77ba,01/07/2018 07:43,8ddc276cf9674d498a59a23d0c3c6f69,9985313219,1,EUR,4,912.17
3d4d4754,03/10/2017 08:09,1c770ef2c04a420ba47e61afad0f2f25,5103222122,3,MXN,9,7664.79
4dcf7715,07/31/2017 04:34:51 AM,a5d183673b9740ea9658439a414e9b49,9570145248,3,MXN,1,24953.79
34154f64,05/24/2017 07:34:59 PM,acd4f1a266ef4925b71805dc5abf3124,143899363,3,MXN,7,6320.09
c725ed2c,06/12/2017 07:51,f777130323ce4abdacb15db9a940f66d,2863298120,1,EUR,3,1244.17
4c381d4f,11/15/2017 12:14:02 AM,02461666d2c544128f0869c6285ea211,2656789752,3,MXN,7,6320.09
eb40b070,05/06/2017 18:09,841b6658a64d48cab7b7bee2badebe11,6983515722,2,JPY,17,22536.75
88491b74,02/14/2017 02:31:55 PM,457937cce7d24228ae973afd44fd7152,6346003812,1,EUR,5,2489.17
991b8a4d,02/18/2017 07:40:14 PM,a4a1983a73c74d979228619dea54acc9,6957896346,2,JPY,12,113136.75
604982a8,01/18/2017 03:02:37 AM,8cd43bc3bc3842fb8a2b3b46ec7dcb8c,4803183664,3,MXN,15,3438.59
d29ed2c0,04/28/2017 05:14:49 AM,5ac3ba697fcf4f2a92cabaf134689e04,7339139328,2,JPY,4,124461.75
fdc52929,10/08/2017 22:48,3c3a34b74ee844e9bf2b4b4e07e44ae2,2228531846,1,EUR,17,165.17
fd0b8e9b,06/25/2017 01:35:38 AM,fefb2ed9161947939085adcda335d731,6609728395,2,JPY,10,62174.25
9915f531,06/25/2017 10:20:04 AM,933bb9d45f284123a806afaeecf6ab2d,7300255283,3,MXN,10,10546.29
3a0a005e,03/11/2017 16:38,8e6afb35901b424d9f6e513ed88a90c2,4829427882,1,EUR,1,1078.17
287abd2a,05/06/2017 09:48,7a94955deab5462684f6d78ca898675f,2663383716,2,JPY,15,20271.75
985cd7d5,10/11/2017 07:55,3728b64f80284c52905d0256c9d4878a,902347111,3,MXN,9,7664.79
016b3f13,11/14/2017 12:12:12 PM,c57f4144e9ae4d649d5e368207b8100e,410383400,1,EUR,9,331.17
8c5fe3e8,04/11/2017 21:06,a9e55365f9fd49f98fcc6dd226c59a56,965274098,2,JPY,1,147111.75
c07fb005,06/15/2017 05:59:23 AM,29f7e466238c4ee4b3328e6c7a7d6be9,4470205431,3,MXN,6,9585.79
59c62f73,02/07/2017 03:04,e6ff0d69ca5d43a7a5d3d0986d14628c,8680163165,3,MXN,10,10546.29
196b8ffb,03/22/2017 05:21:12 PM,b063109554254a72a73d0d1cedcf6539,3563803073,1,EUR,4,912.17
e37b8f22,05/26/2017 06:28:06 PM,6d356aeb0d7147f29a88072148843f00,3387924185,2,JPY,16,22536.75
ae920d53,10/24/2017 08:48:41 PM,eea76a49205c4ca1a35a5014fe858f66,1708500872,1,EUR,18,8.2917
ad990575,09/12/2017 18:12,cd069f16f2bc4ebab70063f8bdccc909,3336902702,3,MXN,2,19190.79
6e5162d1,06/10/2017 10:31,ec4d9b5c52274495a2bd8a0621df340d,8906341448,2,JPY,6,56511.75
d15810a4,12/04/2017 18:40,66e359a4116848aca21e245e8094efac,1104593075,2,JPY,7,37259.25
241b36aa,08/10/2017 20:22,847aefb7d03a4b9bb8a401a34860f847,1767990821,2,JPY,16,22536.75
8170f843,09/09/2017 08:13,27a8cb73769c4664afc131d78e77e4df,7291222883,2,JPY,6,56511.75
5ed7a5fc,06/22/2017 07:25:51 AM,73f7e79cec93459f806413903deaf95a,7022059914,3,MXN,4,21111.79
45b867a7,12/29/2017 03:12:46 PM,5a074f69ecba4b90ae4f02a572752ae5,6588061220,1,EUR,17,165.17
189b8c66,07/15/2017 11:51:49 PM,3cac4cae0a984cb1b09c9f5b4041a8bf,6600275190,2,JPY,15,20271.75
d20eaf2a,10/22/2017 12:04:40 AM,28b72a9658fd4ed0856adc9fd67a5b04,3754175436,3,MXN,3,28795.79
73406760,09/14/2017 04:48:42 PM,cb733fb3733f4216b715c46d573c7987,1623681848,3,MXN,14,6320.09
bf1161a3,09/26/2017 07:51:44 PM,cc20b4adce92468db1a79a3c58c50ba3,753185366,2,JPY,1,147111.75
ce709c3e,03/11/2017 21:20,b3b4df928d70407789a0f7eb6a48caa7,2644596779,1,EUR,18,8.2917
585667eb,02/12/2017 11:41,c12f5c83c4244025af1ccff84fe0116a,9204799131,3,MXN,5,57610.79
806e2b01,09/15/2017 10:13:17 AM,2fa38484ef69413d9a9278201c776802,5019295777,3,MXN,8,12467.29
d4eac02d,01/23/2017 06:39:32 PM,23694f05dac444a5b65ccda24cb52590,2118015427,2,JPY,18,1131.3675
0223566d,03/25/2017 03:06:05 PM,a2d7838657b04e428e2e92c722ced6b1,6601507247,3,MXN,17,3822.79
334d616d,04/09/2017 14:22,6458b170dadb438f8d16985a36f541d3,610094704,1,EUR,16,165.17
8166f44e,08/23/2017 07:29:12 AM,68dafaacf6f542809937dee93be22886,7468751113,1,EUR,15,148.57
44603f92,09/06/2017 01:46,e8147453c87d47f79aa07b16d5326902,9768707679,1,EUR,11,580.17
caf9cf08,07/10/2017 01:38,886fcb3c1fab417ebf92f764e5215bab,8832250453,1,EUR,16,165.17
b6f3a3d0,04/10/2017 15:37,2071c073954046118e4a973f6046424a,5025585078,2,JPY,4,124461.75
50090870,06/02/2017 23:15,ae56b960d8b245328c7a1474a30be81a,451329260,3,MXN,17,3822.79
a0edfa08,03/06/2017 15:25,0d4c1f95b7be40d6806c92ad2593df3f,8852143744,3,MXN,7,6320.09
97798097,09/20/2017 10:47:56 AM,8dc5c25a584b4ef6ade16fe5cca36a75,8279157364,1,EUR,13,273.07
f5c40fb8,04/19/2017 12:00:53 AM,9245ca46ffa74f5cb47d6d3e40d50de0,6605378853,2,JPY,15,20271.75
e7d1b718,04/19/2017 11:53:35 AM,29f25b10c8dc4b04927d06e6d2405221,196234189,2,JPY,1,147111.75
be52a0ba,11/02/2017 07:16,da97392b6e09404994b09cd597fa0b87,744810915,2,JPY,6,56511.75
f3e92a49,11/12/2017 13:02,83e46819be0143d9a8246319c57827e6,150382694,3,MXN,15,3438.59
1ecb8665,02/19/2017 02:22:20 PM,2bcd4b917a6e44c58753217beb838381,3472124976,1,EUR,3,1244.17
25bfdef0,07/05/2017 09:58,0b05fed80ebb4750a1704c41032192fa,8610196762,3,MXN,18,191.9079
5634f473,08/08/2017 04:15,ad782e9643cd4ab8a1e17c138d02944e,9331818471,3,MXN,15,3438.59
8625fe92,10/22/2017 08:36:48 AM,88093d828c3e452ea1978e8aa1ea324b,1590330798,2,JPY,14,37259.25
84c7b90f,01/23/2017 07:59:56 PM,e389ea441dbc4b90b70f379c7f6b6ca6,9162019429,3,MXN,11,13427.79
547588d8,03/28/2017 09:07:09 AM,96178a9a41e84c59be7edc16b4916fa8,9885256178,3,MXN,8,12467.29
134d9d12,01/19/2017 12:29:07 PM,80914ecb2be7479aa0bbd4c015b02384,7192813243,3,MXN,17,3822.79
fff84943,06/12/2017 18:37,89743487de954cc1a4a826787317b19d,9667501171,1,EUR,15,148.57
3a350f9b,07/15/2017 05:53:49 PM,70cc763ff68d4e489baf4d36d6085c59,7852518625,2,JPY,11,79161.75
0b272a22,04/26/2017 08:34:43 PM,44fde2e8c77f4596a6da5f1feb9dc43c,7715510986,3,MXN,2,19190.79
49378f55,08/18/2017 09:26:58 AM,df154a18ee7844e3a11490a50a497890,323271137,3,MXN,2,19190.79
9ce0b15c,11/02/2017 10:49,0c1dc53ee86f4888908ad52884addd63,7046637360,1,EUR,2,829.17
d526b1c6,05/15/2017 03:28:48 AM,dc9c05704085431bab1b818e5f776e4d,8569105736,1,EUR,5,2489.17
95795dbd,05/23/2017 05:03:08 PM,309dc52b765a4795b1186cb888241ae4,2900688858,2,JPY,12,113136.75
69f8eb45,03/07/2017 18:28,437f359585e44adc83adaa9a6c2ea74f,7160429274,3,MXN,6,9585.79
487ce114,02/16/2017 10:53:40 PM,5bbde2ac022a4565b5a205b5dd9ef2d7,2727631855,1,EUR,12,829.17
98bf310b,08/18/2017 02:47:26 PM,916e6203adeb44448aa3e64eeba189a3,2010917264,3,MXN,18,191.9079
849fa4e3,03/08/2017 17:12,c86ae0343dab4a3cb677ca1f2bb06f18,942182171,3,MXN,17,3822.79
40611f38,08/07/2017 03:40,7545256cf1874e168f8903ec828e0db2,3263554109,1,EUR,10,455.67
922520f5,08/27/2017 08:03:41 PM,3f988af7cbd64d3eb1095174382e6cc2,1457393113,3,MXN,10,10546.29
7bf2a219,07/12/2017 22:22,4325a70fdeb04e819db6baf5affa4527,4188077458,1,EUR,17,165.17
9490d966,07/30/2017 06:44:20 PM,48c630f336d24f989c4fc9c3c59abb85,5553622243,2,JPY,13,37259.25
c24c9d40,10/07/2017 01:20,46aadddd1406430c871f1fbbf50055f8,8936220051,1,EUR,18,8.2917
f15caa2b,02/11/2017 01:22,956aab10a44d477c8254a74c0e436c28,4404258176,2,JPY,5,339636.75
79c43721,04/05/2017 07:59,376a52574a4447b39761db551d89ddf1,4763832535,2,JPY,10,62174.25
e581a21b,11/30/2017 04:48:06 PM,afbc9c9aa32e40fb94aa2d46a60612e1,1653219631,1,EUR,4,912.17
d42f9a11,05/10/2017 03:51,a4237f85d23441a8bc0b1be77d9901fc,619759426,1,EUR,8,538.67
0dd14bd5,07/24/2017 07:12:07 AM,2807afb5697f486490e5f81979126c78,4128487746,2,JPY,7,37259.25
c59acbf4,09/08/2017 20:05,d7dc99a5ea164b68be09ad379e2d056b,4146609881,2,JPY,4,124461.75
4e0f1026,11/24/2017 10:21:24 AM,24ec6e6b25c54d989aa0acc2bce7e4fd,2876048589,1,EUR,1,1078.17
8e2f3253,06/20/2017 12:31:26 AM,04c68f92a2db4396b67b30da3967227f,82481023,1,EUR,15,148.57
895021bc,04/12/2017 17:38,3b09a59442ec4b4f8f063864868696d1,2502809278,1,EUR,10,455.67
1a733556,01/04/2018 00:05,964156b453fc43c38fffc3e74c207577,1632615486,1,EUR,13,273.07
07e26f98,11/14/2017 07:09:09 PM,c75b1e601dd44e1c93a3856443cca0d8,2348014917,2,JPY,11,79161.75
c5940faf,06/20/2017 07:32:07 AM,21b0f3ca853b4bec89584ec74c84038c,1735709901,2,JPY,7,37259.25
0b87ec18,07/01/2017 04:36,af3063465dae44eb81a39fa96822370f,6050219118,1,EUR,12,829.17
9c1fd743,01/02/2017 06:27,e3fb35248ed84cb79186c66d25d82e42,4805673782,3,MXN,4,21111.79
2dcdcd64,09/17/2017 08:57:34 PM,fd38821657d147a59dfc97cbf18f3fe1,6159548349,2,JPY,9,45186.75
2fc834f2,10/15/2017 04:23:51 AM,515436ea0a6a412d97b8e3eb722a25ef,4503654202,3,MXN,10,10546.29
0e87c163,12/20/2017 03:42:05 PM,5a3041eab83d446bbbd6436de0481e09,9268847046,1,EUR,11,580.17
ce84dc93,10/07/2017 20:05,cbf0cfe9c2df4dcd989378ad65037d26,68284312,3,MXN,10,10546.29
d2bfecfc,10/07/2017 16:23,c68c8502d5b244589aa0c5dda0caa58d,4295705006,2,JPY,7,37259.25
d9ea476a,04/29/2017 02:44:56 PM,b38aef3853b3487aa8c0fae8e4439416,5090301482,1,EUR,17,165.17
29de39aa,03/29/2017 03:43:02 PM,e570fccb42dc434789ea1102dd6d4e13,5740329152,2,JPY,1,147111.75
4b25c40f,05/23/2017 02:35:43 AM,9d651725830f466d9fa301eefbde6fe6,4713895501,2,JPY,13,37259.25
8d7d3446,07/22/2017 02:49:01 PM,880b63c4e6774eef8f785b5c09564011,7420720886,1,EUR,3,1244.17
a563c26e,07/07/2017 02:06,b868eaf3f5b64bd89353ca08cdb223ff,3353821586,1,EUR,7,273.07
ec5de0a6,05/10/2017 08:46,687694d49e4c4ebb86a29617e0a68ccd,7469656662,3,MXN,4,21111.79
b5c86ab8,01/30/2017 10:28:16 PM,171c99dc2efe462cb03dfab2399fa360,8140539211,1,EUR,9,331.17
605621b2,09/26/2017 04:34:35 AM,f9ed43bdc8c141a7baf4cb0682662b5b,9515353709,2,JPY,5,339636.75
fb056da6,02/19/2017 08:49:24 PM,cdfd3812c21c4fe4bc18536a31d91ee2,1290429353,1,EUR,16,165.17
65fbf33b,08/20/2017 03:07:12 AM,2d208bb7d9ae4153b39465ba897555b8,6998634327,2,JPY,5,339636.75
cf87b346,08/04/2017 13:11,b7201d6326b44acca5ebd97226cbc2ee,3988704173,3,MXN,4,21111.79
2b8ade64,09/18/2017 02:14:02 PM,572b24111579402e93d84054cadcaed1,6283289381,1,EUR,5,2489.17
3dbf3432,01/01/2017 01:33,9cfca03358be4b0988b144d727a5fe54,6404026301,1,EUR,2,829.17
85552171,08/25/2017 01:59:55 PM,d1cf83fe71784cb6881defbff3f0653a,1142538926,3,MXN,14,6320.09
cf7cc731,10/30/2017 09:03:36 PM,ab5b7277644244a39b93cd2d0c57f6d8,2157562991,3,MXN,8,12467.29
5d6c0add,08/25/2017 04:58:57 AM,0ec19b7da6e140be92972a317e061cef,41470849,3,MXN,9,7664.79
e9719d12,11/23/2017 10:50:23 PM,75f9556cd05346de9fd8ed6e5d8d677d,4886227070,3,MXN,10,10546.29
f3f0ac35,06/23/2017 10:41:03 AM,5c1214d2f8ee48478e2cf4731e1ec1a0,1195841048,3,MXN,15,3438.59
81087934,01/03/2018 05:05,5520264f7fc940b79a27c68e87ca954c,6098615429,3,MXN,5,57610.79
8f88c7f5,07/24/2017 12:41:42 PM,8a356e20c2d94e25ac96192fed6ceddc,176520663,1,EUR,10,455.67
b864cfe3,11/06/2017 13:32,c6f60ffab5514f739aac73bb6846cf0b,5633908609,3,MXN,13,6320.09
0152d931,12/26/2017 08:28:52 AM,98d3ae8909fe4b15bea52f0c45ed3088,3388447832,2,JPY,16,22536.75
57a443de,01/28/2017 01:50:24 PM,09172aa3d7b0406396acfc49665bd8db,1058618840,1,EUR,6,414.17
470c2541,05/13/2017 10:43:01 AM,a9fdb5a01d1d4fe3b082f76bce91fd84,306528444,2,JPY,2,113136.75
f6b8a5fb,08/19/2017 12:02:13 PM,33804fab38524d21b2855a42b3752ce2,1680433497,1,EUR,4,912.17
0da3afd5,04/28/2017 05:16:54 PM,e1660d8ef73b48808e79f1f1d6282c4c,9162877540,1,EUR,8,538.67
2621557,03/22/2017 08:21:05 PM,1d15b069b42849b292000d47c6b4d8d6,6372437764,2,JPY,8,73499.25
18cb8a52,04/09/2017 13:34,c63eb408aeeb4fb1a5de3dc32bfe7747,2719526635,3,MXN,17,3822.79
3483d3be,03/08/2017 03:25,dd38f1191bc046a7800526a19b6dd19c,3542222200,3,MXN,16,3822.79
e7c09ab9,07/02/2017 05:14,2324b423375f4c67a895dccbcb7b65d8,9153941500,3,MXN,7,6320.09
66951ace,04/28/2017 01:02:03 PM,3aa0b81937b04fb7a76e08f52a20a587,6484594202,2,JPY,5,339636.75
57c7a415,03/21/2017 03:03:14 AM,b95d205635644167bac758f3bec543ff,4580721269,3,MXN,8,12467.29
ebcfdbad,11/21/2017 08:39:26 AM,b01b9625515241a28870a07d6d0a97cc,5649099880,2,JPY,6,56511.75
c32cd928,06/12/2017 16:18,34f86f6ff1184b62ac7b4b90d011a29b,3272126648,1,EUR,10,455.67
1e844799,02/20/2017 02:24:09 AM,7e12ff3369194956aa216c61fc689132,573963413,1,EUR,12,829.17
0b512766,03/08/2017 18:37,5b42241a785c412cb9d1f42c93947f94,6761540410,1,EUR,8,538.67
6e58fb91,11/05/2017 13:31,858d65b59a874021a07353a88eb34195,8106758117,3,MXN,13,6320.09
96fbd6d1,10/03/2017 04:12,a0d649dd30664a68807b67589f0ceee9,4186892681,3,MXN,9,7664.79
663ef950,06/26/2017 07:07:37 AM,c13c40705e854e3392990ed347e302e9,7358551966,1,EUR,10,455.67
0336e602,08/08/2017 21:01,e6b17b467b314dbc89318b114a5e43e4,9292086049,2,JPY,14,37259.25
dae5e340,04/14/2017 01:48:25 PM,f126ae20c44f4d048c6be42db5274806,3543741773,2,JPY,12,113136.75
6b11d113,04/06/2017 07:37,ec28e966a6a540a98f2451d221308872,6408800410,3,MXN,2,19190.79
8f2dc446,07/19/2017 09:14:26 AM,c233df4d971142a4b38897d7cf9a939b,2870261563,1,EUR,14,273.07
05dc8bb8,08/31/2017 04:23:09 AM,58e6203ea8234ce6907942a7c7c0e998,9840949252,1,EUR,7,273.07
7.87E+60,04/06/2017 22:00,065b7ab2711b4e208c2dd54761c9fd7b,8856290769,1,EUR,18,8.2917
e9459365,04/04/2017 20:04,3197431f9b5f48998476a42f3dbf873b,9559658284,2,JPY,10,62174.25
a83c13f1,11/13/2017 09:34:26 AM,4dba0a6d1011438bbcc5d2736e9e8b57,38143255,1,EUR,12,829.17
cafc03d9,10/23/2017 10:02:04 PM,61de6525800646a8959c58124376c245,3541598722,2,JPY,8,73499.25
9ccf66d2,05/08/2017 07:26,767ce6387e594a25a26978bc2d238e0c,2452931998,1,EUR,7,273.07
5382a819,05/10/2017 13:15,b8bf243f6bad4ef489843d17364e5f9b,5610774573,3,MXN,4,21111.79
371424ce,11/02/2017 05:42,60e1f3c318534570a9da8b5cf8551767,7377458078,3,MXN,3,28795.79
23a32fd0,10/20/2017 09:23:09 PM,8be7620b35b14fbe891ef3aa9ae05812,2147227320,1,EUR,6,414.17
cfc0d23e,01/05/2018 17:59,72fcaa7f5c004ba1b0b31878485d3734,1818201718,3,MXN,6,9585.79
fe65ab1e,02/28/2017 07:10:04 PM,268b81e578814ec5b147a77784e9a720,5999431748,1,EUR,11,580.17
4.54E+07,08/24/2017 04:13:28 PM,c2551a1e3b014873988f72ea9043d837,6369343360,2,JPY,10,62174.25
8d3d4971,12/26/2017 11:04:02 PM,178ae727d95a460db29fee6f650d1c0b,2468917709,1,EUR,4,912.17
4999bd7e,03/06/2017 02:18,7b92e59c46f74959a625cafa61a9e1c2,8483239774,1,EUR,4,912.17
5d7c549a,08/28/2017 06:51:57 PM,696bb03734504616b6fa13d31d7b9711,3926849790,1,EUR,16,165.17
5d3703d9,01/12/2017 03:05,55bdb2eee40348f79f0cfc8b8fdbff87,4157476265,2,JPY,12,113136.75
0317f85f,07/06/2017 00:10,160ea189d0be4b6abb7780d9547827ec,8278132388,1,EUR,9,331.17
792d1e45,06/28/2017 02:15:49 AM,05c8da5091fd4f6e80de610c210dca0c,3598381176,3,MXN,4,21111.79
65482062,03/13/2017 04:22:59 PM,6a746b9a934446ab8ec633dcb76ebb09,9322174265,3,MXN,6,9585.79
538093fa,08/08/2017 04:26,3c1c91c797c84e41ab803da02b4355b9,1337951362,2,JPY,4,124461.75
30c171de,05/24/2017 02:50:03 AM,263dce64176b4240b19122b20c1c5ca7,1966991552,3,MXN,9,7664.79
239ee984,04/13/2017 09:53:24 AM,b16ffeb1521042ac8b8e7b92980925d1,9607501586,2,JPY,7,37259.25
ba488028,08/21/2017 01:42:41 AM,7f78f026a5404fd794cbe1b135aef7d9,2212467714,2,JPY,5,339636.75
57a3ad4e,06/19/2017 10:59:34 PM,f7c02304dfa14664b076e5dfd7c521c8,7296387961,1,EUR,11,580.17
7a43edd0,09/09/2017 15:02,553b3253d8004579bc11351933a5e56a,5865279696,2,JPY,3,169761.75
79e24930,07/03/2017 02:40,c9afd21d4d6e473295547df54f8a00ec,7261475746,2,JPY,6,56511.75
72228710,04/03/2017 10:49,3b311c317a134c56ac4ab939ea510164,4277914207,2,JPY,8,73499.25
e1f54fb5,09/11/2017 05:21,692b74f5a55d477780f02d0ab8363129,7529458334,1,EUR,14,273.07
0dc23f66,10/22/2017 01:04:54 PM,6d9689ddbdd44f0f97938210fdfd4792,6046781551,1,EUR,6,414.17
a1ae10cd,09/14/2017 01:37:25 PM,382bc7a664e04cfd9a522dae1848666c,99539367,2,JPY,7,37259.25
